Sportbad 2h;50;0;0;0;0;0;0;0;4,0;2,0;0
Sportbad 4h;50;0;0;0;0;0;0;0;8,0;4,0;0
Freizeit-Spass inkl. Sportbad 2h;50;0;0;0;0;0;0;0;6,5;3,25;0
Freizeit-Spass inkl. Sportbad 4h;50;0;0;0;0;0;0;0;12,5;6,25;0
Saunawelt inkl. Freizeit-Spass 4h;50;0;0;0;0;0;0;0;15,5;7,75;0
